age,monthly_income,employment_tenure_months,income_variance_6m,total_debt,credit_utilization,num_active_loans,credit_dependency_ratio,on_time_payment_rate_6m,missed_payment_count,payment_discipline_momentum,savings_balance,monthly_expenses,financial_shock_resilience_score,creditworthy
42,37292.14281338935,279,0.33435848656452327,175852.24607224643,0.05936334342139193,1,0.05936334342139193,0.3919090938050278,0,0.008759812245017897,162540.98514126567,23300.985801373394,2.325204340029044,1
22,6881.113076438692,130,0.5355822314640171,22114.807307576528,0.15443754236546456,3,0.15443754236546456,0.9257275149144948,3,0.009731930939446467,5261.632843268222,3808.629146750552,0.460460722202786,0
44,13506.142872220118,85,0.47629025306982276,66190.27453469265,0.212139740364849,6,0.212139740364849,0.6227520381960704,2,0.1488778709713051,9644.757697312336,10046.150591332533,0.3200044171219205,0
64,15271.552782079541,327,0.5348627358862238,78731.22108522028,0.12846935319020084,6,0.12846935319020084,0.7049956322577912,0,0.20837793801641752,8339.158000547981,13508.773878419885,0.20576632415039073,1
50,15868.860215199868,312,0.36083083780877356,99951.75300906165,0.1678543024971846,4,0.1678543024971846,0.6901314785636442,1,0.05991376736058207,6887.665516601263,7624.202353167221,0.3011184680529054,0
58,25197.62896731662,92,0.17175717307656516,59513.343758212,0.6557333516803698,4,0.6557333516803698,0.6410726432603626,1,0.04884409614279475,79218.46711854196,19970.824655362023,1.3222145516613417,1
22,24736.004201024356,70,0.06749404256334893,150548.39127363337,0.3501077250122773,2,0.3501077250122773,0.772444862368867,3,-0.05103695847787191,84089.49513611523,12899.058240743663,2.1729576585897274,1
41,25786.2382869283,325,0.5671507969784847,176383.0491287687,0.1086876874982351,2,0.1086876874982351,0.9585467012054362,1,0.007003512817432393,140718.4851281958,20078.259740978043,2.336127911741511,1
53,27957.271273656977,325,0.31137525926560417,266579.47488424956,0.23956666396738263,5,0.23956666396738263,0.7628870227392843,2,-0.20126096674891666,163939.17450526546,18025.688798497133,3.031528037750503,1
32,15062.41989947571,331,0.5224595424291235,117453.37866026463,0.679262889572092,3,0.679262889572092,0.7377891055235466,0,0.06311897356130639,6799.738983943535,12365.452789760211,0.18329442534038282,0
42,13530.877477531416,190,0.453139595122025,30119.221109533784,0.3661147918446827,7,0.3661147918446827,0.8533659136494215,0,0.06611680124335002,62228.12695227424,6563.354412087965,3.1602217821164826,1
64,25810.273073579992,213,0.5076918516592401,87790.2997677591,0.08290476197599186,4,0.08290476197599186,0.8622103557332808,2,0.2889925176029493,57164.712583240784,17209.850241429656,1.1071877363560318,1
45,17118.36547491101,46,0.1658593718360033,99346.93144378741,0.42165003950233154,7,0.42165003950233154,0.8596628882888011,1,-0.0529592884883865,3767.958718105543,10295.011462127413,0.12199554889334867,0
47,11752.367420260884,217,0.4236934308530518,115260.23949147896,0.2971905796880124,5,0.2971905796880124,0.5835207334289997,3,0.14572030567038693,703.1892627105747,8220.750888213606,0.028511618977115787,0
62,32485.129631714866,88,0.44748278310052503,221202.64870600824,0.18162152301371753,0,0.18162152301371753,0.775539397457032,0,0.05687137168961635,66060.14459941245,20615.212034514232,1.068128337470377,1
48,38485.651503936344,274,0.3539395696579659,336905.9165003686,0.2071016020762296,2,0.2071016020762296,0.8355340097033922,1,0.02389429841632525,20207.066159889695,18223.037158369352,0.3696181627339503,1
36,41063.065871942235,226,0.5093765751697531,116276.13181036271,0.2720369713840007,6,0.2720369713840007,0.9119655939750879,1,-0.02439912495021429,36636.8285887166,35862.3856870649,0.3405284521034974,0
35,23737.303774039683,216,0.5935138536296861,130488.10580226818,0.5249084458231167,5,0.5249084458231167,0.8616897493743091,0,-0.12870280231545012,55835.981546045085,10274.68604954588,1.8113828456318044,1
64,28293.088703706628,239,0.05579581553162436,61642.85287003309,0.14406064437906532,5,0.14406064437906532,0.49095116669216327,3,-0.011706387361274325,29791.63981562273,22636.167870130706,0.43869617994179755,0
23,38099.15145501125,300,0.30024735198617375,151882.73812669417,0.24497713612159294,4,0.24497713612159291,0.2576759912287866,3,-0.039025634319244204,200075.12634590064,20319.496453712225,3.282099775485553,1
57,17041.95772912205,340,0.46464391467339683,144695.39560153053,0.09058795957722397,0,0.09058795957722397,0.31617718990973276,2,0.09944623162823386,78374.09029104353,8698.359934754684,3.0032897998050014,1
27,34347.03833229402,169,0.44911051164950316,239657.44492727946,0.3154565365870614,0,0.3154565365870614,0.8689313219839637,0,-0.1136523048205897,30177.732795914857,21692.968641527026,0.4637027722640967,0
41,24591.558033569632,231,0.3073156978535274,104676.08283641379,0.5410073965805522,3,0.5410073965805522,0.5983723106386021,1,0.08261785217024124,36622.43224250951,19935.927479490405,0.6123253266388619,0
29,31744.81427110311,107,0.5131853536242444,277313.2090839784,0.22384429249708793,5,0.22384429249708793,0.8195941041411118,2,0.045926672205016124,51473.483179095994,22699.360525116568,0.7558616355514581,0
59,23728.620352292513,327,0.42127487595431085,187012.1645350702,0.21017337026227761,5,0.21017337026227761,0.39443187504643334,4,-0.23169579726538034,51821.14386499115,11461.510988196376,1.5070624008753197,1
38,36993.69175191283,232,0.3515971785432089,222470.42000565183,0.15026460240931738,7,0.15026460240931738,0.8696107332506576,2,-0.1714421865344958,202832.67999358522,25807.617596631935,2.6197699117868734,1
24,24086.565237519673,169,0.20008774867632373,56696.41404223129,0.07969826002266302,7,0.07969826002266302,0.46594129141140733,0,0.06437279818193516,15369.67025936692,10291.22259163526,0.4978084419052125,1
45,12166.096371311458,134,0.25203900072715585,112544.9684163294,0.07509833881681172,1,0.07509833881681172,0.776080281516992,1,-0.011530690495646027,15179.279075811224,8778.672728343696,0.5763476703842852,1
34,39370.44366256152,130,0.5939803137502434,289477.28534148156,0.0695405238047799,6,0.0695405238047799,0.7273028172012134,1,0.4189788233929927,131205.938986345,35337.06635406912,1.237649441734098,1
29,15077.935117085693,36,0.5483668145766386,128278.40609793825,0.4539682620611557,1,0.4539682620611557,0.7336750878296187,3,0.06854683132465848,53728.06102690498,13197.1032424874,1.3570327519851129,1
46,36359.95403394071,258,0.4326060259977245,344945.2991314259,0.5138565887082026,5,0.5138565887082026,0.6551095859198895,2,-0.12869047210389498,90565.4745606965,14760.209818260979,2.0452154917464167,1
22,21245.55226829654,123,0.5223987081544917,66004.40502945587,0.2646118097582276,0,0.2646118097582276,0.8608986537576594,0,-0.10849116930444395,3247.496799585295,12882.354563242936,0.08402741274845178,0
40,35256.471994878164,262,0.12478854323814487,282852.4281610485,0.08596663285899384,0,0.08596663285899384,0.9159793847213032,0,0.10691237280157159,211269.83072573948,24260.576828188343,2.9027466999268916,1
48,34679.61904410367,352,0.19716696526359417,112240.8538807842,0.5116314913743005,3,0.5116314913743005,0.8976330863040665,3,-0.01474426817370887,98287.9245792696,17589.707781627392,1.8625676490635283,1
27,26161.841314294063,216,0.5368358314413524,160243.26019921887,0.5552612543746481,5,0.5552612543746481,0.5656507580064059,2,-0.13620121912908592,12198.60271620147,20383.09466734566,0.19948562652293034,0
64,26995.19394353324,169,0.30897417051054876,210996.291198725,0.37387761232786265,5,0.37387761232786265,0.7918274729796976,2,0.003523889755107749,106690.40249615556,11579.2575281245,3.071219693701785,1
28,26083.323607974835,97,0.3750177159432939,160750.3674067763,0.23938551707066694,2,0.23938551707066694,0.3747306965901408,0,-0.20994416536736504,12557.44599236284,20329.83330632803,0.20589183576201794,0
55,9842.549947563024,357,0.5360160330665376,56893.73743067259,0.5012101215886002,1,0.5012101215886002,0.6343952826413716,2,0.1385545826620507,15095.863439768931,7680.954254865224,0.6550925768817736,1
34,23094.09156898805,185,0.2722049595608381,98538.7852935007,0.3839709460743766,4,0.3839709460743766,0.8876685904738887,2,0.14287961178093614,107728.77897394578,12071.48677119052,2.974662700437221,1
37,14094.984862302732,212,0.314995584658892,114793.17436479492,0.45590773915999144,6,0.45590773915999144,0.9305027048839314,0,0.1339003591268911,79010.17402804393,9344.81233797766,2.818225162275075,1
56,23587.5629273226,357,0.1116969985571892,64043.80979983954,0.2870575816182676,6,0.2870575816182676,0.886671481497296,2,-0.07004733865752064,92447.53646734865,9619.406529107328,3.20339696600671,1
60,13944.256491737146,311,0.5952772326128969,53738.20176467267,0.09040227031475451,6,0.09040227031475452,0.7015322469698604,0,0.3394671877965779,58352.152915831764,10963.801340714925,1.7740312589054374,1
24,13711.898293975777,231,0.5853562076484263,32380.19721325555,0.38343919747371064,5,0.3834391974737106,0.6932152084461001,1,-0.11717839230757612,72161.36051559795,7157.927647847817,3.3602835802954547,1
22,41855.303768260186,166,0.21309566669396923,143008.45036558562,0.4728705071316873,1,0.47287050713168727,0.9694489878888243,1,0.0960756196310514,166641.32177272125,35412.38438313736,1.5685638053059796,1
26,33785.22836248581,305,0.5188621628732348,177750.25957361318,0.4746809959543447,5,0.4746809959543447,0.719166801262801,1,-0.07791066707534322,177518.6294678994,28159.905052673636,2.1012917461204177,1
62,21989.997415593116,160,0.4553871009922455,49219.144063179985,0.13026897341523552,1,0.13026897341523552,0.310350158633224,2,0.01964721679613671,90324.65753714903,16181.650459719269,1.8606012442044353,1
24,23716.05348609941,283,0.13062322156559392,90475.57213923628,0.4260308392255778,4,0.4260308392255778,0.6687827331832266,2,-0.023177113859779788,100104.56612134802,19455.881916960712,1.715040067035222,1
49,19946.991116251123,183,0.06314106292260727,46385.47391324305,0.3687082712028583,6,0.3687082712028583,0.7443598088081066,0,0.21348642460821693,3412.4828418058814,8467.175954016233,0.13433634874205258,0
38,27665.752361554,24,0.05774078036066708,249155.59570070737,0.21107351335597788,3,0.21107351335597788,0.4171060122359221,2,0.15009163881538648,103444.61651448533,19435.61557899258,1.774111415588988,1
46,16807.462335061384,141,0.08614711652242707,153282.77746399696,0.23355625625084223,2,0.23355625625084223,0.6469562180932245,1,0.023097896766752495,35816.93680773338,10224.399908116411,1.1676567646295213,1
64,32777.45154747087,182,0.39506551096931963,248722.3459387226,0.23918725841687688,4,0.23918725841687688,0.7219453070447626,0,-0.011586634559339401,41996.148550421574,26711.30084047411,0.524068130477788,0
54,19905.776870683396,83,0.3206935814791127,134484.6770061839,0.2663960599429091,0,0.2663960599429091,0.7235361424809706,1,-0.49593336996860393,34940.120299648144,12864.53697265744,0.9053108573605961,0
30,18621.2969437408,230,0.5982155570500763,155799.52981862202,0.15205621406819164,4,0.15205621406819164,0.8833621059043791,0,0.07469262682734291,42849.71276530593,7786.553330939826,1.8342680719841362,1
56,22218.603388024054,222,0.2075956966956662,94464.54333750356,0.18748860049062924,4,0.1874886004906292,0.4409763121675218,1,-0.05370601115884212,87467.88085316228,17508.967892403543,1.665169837933404,1
34,17388.09869319572,157,0.44913486595108515,137995.7555636974,0.20169134287560464,3,0.20169134287560464,0.8526399331478268,2,-0.28970323343965615,7513.6482931968985,8654.960953313908,0.2893661784475046,0
51,25121.339414425376,317,0.26290603313631755,116600.29029952447,0.18752828889289905,0,0.18752828889289905,0.8151239101879677,2,0.1422578104679797,133693.5509768658,13519.660860065052,3.296193500885437,1
35,17766.233925484787,184,0.1040760853426567,98486.39348594387,0.5512825090853802,3,0.5512825090853802,0.924273637182445,0,0.05514249633291028,81055.7088106882,8292.471529330987,3.258073721860396,1
28,26566.58338075784,182,0.5324300532950801,261428.27525200672,0.13401252072999073,2,0.13401252072999073,0.861917083065146,0,-0.030721557595469132,115580.1614412124,22926.65837134321,1.6804088812290898,1
34,35825.048824787205,84,0.27000108069255285,314066.4081332792,0.2591074773625958,3,0.2591074773625958,0.7939037590561321,0,0.11280719326512612,17148.236347574122,17099.845602251502,0.33427011518749433,0
43,16519.079501539265,64,0.5543060498833176,88365.11241221549,0.2816401289873768,3,0.2816401289873768,0.846012096408358,4,-0.1031639533124055,62048.076983258645,13284.644158483025,1.5568481271792571,0
60,20905.547159814385,51,0.5653100704828876,193173.14297337178,0.26319748192213843,0,0.26319748192213843,0.6894423188186098,0,0.10325815410985283,93453.21826244544,13543.772170593806,2.2999726888657333,1
41,26490.257032340938,2,0.5010795094779558,73596.82748629202,0.3215547228772889,3,0.3215547228772889,0.6767414751720531,3,-0.12411877191360557,68926.25361114273,19849.78517648461,1.1574448716271988,0
36,18502.42452726885,76,0.0652233001871758,170650.4272808006,0.3661089679622907,5,0.3661089679622907,0.5388823401714385,1,0.1828780416713875,95822.31647473919,13767.87507626086,2.31989313409789,1
38,26521.95671860107,134,0.5813144961203791,241728.07216519432,0.33803422857138826,7,0.33803422857138826,0.625585153858001,2,-0.07043555897149217,141190.49282254366,19395.323246368815,2.4264967475639483,1
44,27506.002821731854,325,0.11829041646781183,197337.24846810233,0.4271229619734083,2,0.4271229619734083,0.8982533950167269,0,-0.26605093867464613,86094.44518673586,17044.968880018718,1.683639752253766,1
46,33972.434016061015,69,0.5622201377840309,156189.399849782,0.30905347872970235,1,0.30905347872970235,0.7255860961887373,4,0.10763500607873992,154544.9212586656,26496.24825825574,1.9442120703314105,1
45,17285.166441701564,161,0.38359908079579425,148264.33995543292,0.20978911893520405,4,0.20978911893520405,0.5675783203580672,0,0.3311003028266451,56975.478133926634,15070.944104326923,1.260133795771369,1
61,15106.643665786787,95,0.2576030289698733,63105.6767057162,0.19475584797815582,6,0.19475584797815582,0.8838139288837781,3,0.12177166124931824,79786.9796785248,8366.283550620885,3.178783044774963,1
49,19476.600393411427,15,0.4467230771299329,61106.2241227913,0.42956619078216596,1,0.42956619078216596,0.6337818076033809,0,0.22282216603550342,7977.891712986847,12982.544690780698,0.204831103914169,0
35,14956.46705451921,229,0.3287735353211706,95864.46039042642,0.25010159205514804,4,0.25010159205514804,0.39176593038607693,0,-0.13203371018738944,24762.51887628691,6042.00818476794,1.3660553502371493,1
21,27606.29986450112,266,0.486964455134559,83661.4392971732,0.33082389321579064,0,0.33082389321579064,0.6551221827019977,2,-0.0980217663674119,64128.78940665391,19316.536368849873,1.106611136541204,1
45,13839.7405129202,305,0.33257586288477675,67248.11773354361,0.6859783349308372,5,0.6859783349308372,0.5832960553827854,3,-0.20458220309527375,19249.01500896765,6333.591086115683,1.0130115093606853,0
27,56005.57774245243,342,0.25290002203306033,371769.98714505887,0.4614674047814101,6,0.46146740478141,0.8597671185331222,0,-0.014721443866667376,160916.80630601966,36099.36800805648,1.4858553794693201,1
29,36988.825948745376,5,0.2484630221140391,135394.23457346656,0.2663297185458943,1,0.2663297185458943,0.5277546638648122,1,0.015355224249503072,203648.31354734866,17811.52523918892,3.8110998302653267,1
44,22137.54484506474,109,0.24475987423083523,117554.84146523109,0.40774513978103755,2,0.40774513978103755,0.7458316099812711,0,0.19033680819555043,20884.424801090106,12856.655365810675,0.5414545424746451,0
21,31162.097051766068,142,0.3100938892748446,139133.5174087487,0.17972318064026727,7,0.17972318064026727,0.9163000397662631,1,-0.06275039619581814,11436.113625352904,25757.974603550978,0.14799255775877385,0
64,11444.668350325099,154,0.11056829387289546,37022.767304890884,0.1558825859552865,7,0.1558825859552865,0.6029952613328017,0,-0.041628082542104455,13616.340580758811,9376.463855452155,0.4840437627268493,0
28,60436.54995197695,206,0.4139384103906412,427331.12463909463,0.08405413325746407,4,0.08405413325746407,0.8092878726077036,0,-0.18980145369390233,216601.74842606403,34401.75914505586,2.0987264903738976,1
44,17394.583699731364,165,0.23775543348350897,118310.93937947141,0.14919095687069545,6,0.14919095687069545,0.9197293934084928,2,0.00894022707049729,89446.8809116942,14245.187584638677,2.092982569205288,1
31,20989.992057922384,259,0.3588484466450257,135848.60324965973,0.3367213841993048,3,0.3367213841993048,0.9198344693549702,0,0.030804323237996024,51803.21594308969,16848.429353346663,1.024866868197259,1
37,10484.221431561435,172,0.3395847138968023,99070.26955941124,0.11089506819841749,2,0.11089506819841749,0.8508569076252805,3,0.3024454343117347,53950.36718871992,8561.585723066082,2.1004001101986565,1
28,26756.023964237775,120,0.5214204354562169,251833.36513687918,0.2608268750115831,2,0.2608268750115831,0.6193698672073272,1,-0.06445729408696992,157598.33416162283,21233.5156018421,2.474011104357527,1
55,14149.892942888468,139,0.5239300884980573,93091.74333823325,0.1364056648773816,1,0.1364056648773816,0.8377154790404769,3,-0.2406070645591465,51687.47994228321,5694.831221406929,3.025226016765522,1
55,22940.57153297312,167,0.5940499064887887,181452.90080089678,0.6188445219128083,7,0.6188445219128083,0.8594687008415233,1,0.04390783065098252,99405.18749787977,14013.403853192798,2.364470095182876,1
53,17717.18279130238,83,0.18286689821856567,149525.03622677454,0.029328225754964726,4,0.02932822575496473,0.8952695669864252,1,0.022061757836917894,12424.155509671607,7590.884320464717,0.545549522983116,1
25,14312.698454654626,193,0.06895163442639927,41203.777005768796,0.321924159043784,1,0.321924159043784,0.4659460228005369,1,-0.21266133245680158,4997.547885108271,8576.547756002352,0.19422553229837503,0
62,15966.61724294925,275,0.2836981213907751,139861.70501918928,0.17610428157112526,0,0.17610428157112526,0.42993831589598136,3,-0.03485415516831637,70950.19256515615,6615.37785232803,3.5748332302721466,1
59,24108.39052940906,267,0.5431498533594512,49204.074262476875,0.3900983963309675,4,0.3900983963309675,0.4721008490051651,0,0.05343478385629047,44911.61193100756,11416.390297706756,1.3112813968478279,1
61,13192.497962717298,37,0.38013835263773543,26599.833316934844,0.07430560033038419,3,0.07430560033038419,0.5976834986619288,2,-0.2784432310023179,56814.794535672496,6579.837193093265,2.878081163575666,1
48,16325.36531589233,302,0.25543857875863185,73177.8541380736,0.14122256932864374,3,0.14122256932864374,0.7848407193603073,0,-0.20512672365527154,77183.04732935486,8942.907753986423,2.8767738890094865,1
27,28718.860681348004,337,0.47466782774706145,239623.80952072665,0.35524747372667553,3,0.35524747372667553,0.653336389003096,0,-0.24977686556052156,18320.401608633638,25824.378265637264,0.23647119979665665,0
29,62379.498453587454,241,0.44178989158203646,584577.5479194258,0.2918894810540967,0,0.2918894810540967,0.7808246939364205,0,0.22551899419418636,283477.9903767569,34604.00397251646,2.7306595304440395,1
28,26663.09098197108,329,0.44246051131034375,138480.5247124227,0.20802998006505194,7,0.20802998006505194,0.7117475957848607,0,0.020116403677052454,100149.85981323067,21982.891888671576,1.518580020323588,1
32,15261.602968500185,198,0.33302075039528056,107565.04675056785,0.5594670460324535,6,0.5594670460324535,0.7686853668271351,4,-0.015929111439689333,60580.09079971627,10338.945097252983,1.953072812138236,1
54,19018.250161977037,297,0.34176445576409337,109935.17646457828,0.0132432077338574,3,0.0132432077338574,0.8358676765029437,2,0.2302975276004573,47716.467595401555,8978.360039120236,1.7714703619643444,1
53,22306.549245315473,4,0.35570255342220164,94524.27347503733,0.16545483091346197,5,0.16545483091346197,0.9268761038533265,2,0.09982617780781505,125553.9002319538,15568.091787336974,2.6882166791393476,1
43,19153.294564737975,354,0.3539439988097479,171271.0815375704,0.3432614186027403,5,0.3432614186027403,0.9708845128435267,2,-0.1381523460830175,17049.411649669863,13531.481790229833,0.41998336251730806,0
44,31609.824928029157,102,0.16347370900977373,211643.86837616464,0.03868497037492025,0,0.03868497037492025,0.4746311030677711,4,0.11416181219200411,100514.1675405062,26831.306574182883,1.248702003641475,1
57,24028.3435364337,137,0.1851821661988312,180570.76266960418,0.28198099270459914,6,0.28198099270459914,0.4544039251863195,3,-0.29133196206191747,139001.24731385414,20164.341982527825,2.2977681702701545,1
55,31670.50084699836,292,0.2557137201914254,219710.96998238098,0.44083309581727137,0,0.44083309581727137,0.6731764038870932,2,-0.022740107274147926,122966.34496948459,25687.355875806126,1.5956585788149213,1
64,19423.18013068543,65,0.5205074715811401,51903.10344821604,0.3619708560611731,7,0.3619708560611731,0.39922967569830226,1,-0.2280169715503872,38979.59402237807,14208.162131245861,0.9144668441391637,0
60,37428.96271640994,66,0.30431593643612054,323253.0698360579,0.2921058359468899,0,0.2921058359468899,0.7878865933290827,0,0.17970246054867609,168670.64499782133,27233.74770234783,2.064455498202599,1
42,20607.405207778764,269,0.5594755221883032,47561.0023949332,0.08961862348156764,0,0.08961862348156764,0.5135127150950433,3,0.06032507923363602,116634.25449278715,11944.677972511532,3.2547549630116674,1
47,14935.915867589738,46,0.48636153824306905,112410.6842165974,0.3621149508458957,3,0.3621149508458957,0.7724066437879101,2,-0.0117233811446267,57614.75291771007,7766.980989479556,2.472529994419195,1
55,52624.03073179616,179,0.5238268774689191,164738.0428992168,0.5819909269617105,4,0.5819909269617105,0.7983273143260784,0,-0.058376138559385435,206010.45228095248,30654.426583887052,2.2401138011112547,0
21,10614.846371046786,67,0.12378147398658361,67713.37803015903,0.15598589604707816,2,0.15598589604707816,0.5171864476582283,0,-0.03159982304657137,14114.307963708541,8800.089155220105,0.5346072108873858,0
55,16391.275816770085,114,0.1318325997382671,49486.72781550301,0.1348575845660075,6,0.1348575845660075,0.41353308658397003,1,-0.10731468256564076,60281.973953648994,13759.025217749337,1.4603872152384518,1
57,17140.319957355805,25,0.18014446029571862,167214.636615944,0.28006247050391986,0,0.28006247050391986,0.7841245511668988,0,0.02359865920305527,35494.093235312976,8884.197603771681,1.3316813791889603,1
34,60073.40494689923,46,0.4144415634358742,327989.21803920035,0.13578611155238063,0,0.13578611155238063,0.6553279664268304,2,-0.16134223634981912,322742.4840201165,30099.920025249183,3.5740838033853586,1
23,45376.22432891707,206,0.31195785422574646,378728.85825420776,0.5540200796776439,1,0.5540200796776439,0.8299856252975073,1,-0.2103565434638138,79768.83404669916,25650.855133769528,1.0365839923167837,0
21,40037.478521467114,72,0.1433973639707531,335219.19232744206,0.3204860126177429,2,0.3204860126177429,0.39504280206002435,1,-0.04590427767757445,127291.48379089571,33814.587292017124,1.2547861657600885,0
25,19297.610039009505,258,0.46018041403639987,57331.95262755986,0.29532941482570846,2,0.29532941482570846,0.6314639783022625,0,0.1591117743132163,89235.38192833553,7891.759232340794,3.7689785138631864,1
46,58131.978827785904,29,0.33461153446147296,379601.7373001977,0.13582423328224053,1,0.13582423328224053,0.23082566041425256,1,0.2606855672271217,87681.65244836228,30880.0008863484,0.9464670063110688,1
34,25523.140788517114,2,0.4520481446248474,255053.94565805027,0.25648686560355255,0,0.25648686560355255,0.4394124365718017,2,-0.22218517561025555,148597.7812561284,15455.640079606997,3.204754073306843,1
59,32562.133661741933,8,0.5502098347779805,164667.91691360227,0.1318442606152179,0,0.1318442606152179,0.8168465795135995,1,-0.15737188781952635,87311.33648281619,25594.95109693443,1.137075812026869,1
47,23667.975116564212,7,0.5531113303025254,65427.95847237136,0.17627603082358353,1,0.17627603082358356,0.8123989877220101,2,0.03915190118785296,124461.4331271222,19114.733935189844,2.170389661354965,1
29,21594.919797957933,8,0.21561469003660244,175244.59851194895,0.45378178089970567,1,0.45378178089970567,0.6504551287340149,1,0.1934118065908034,56791.504821817776,16802.163567836666,1.1266481237056152,0
35,19916.195629204238,151,0.1371941846360857,134499.95145770285,0.3400352601872508,2,0.3400352601872508,0.5338015823434604,1,0.1860302432987835,80213.51143864423,12566.510802268658,2.1276493014237516,1
35,20254.73763859392,141,0.2886044997711349,156267.72245815425,0.33295406454975385,0,0.33295406454975385,0.3737703883804851,0,0.07503892056232718,77918.41780148784,8781.63867559048,2.9575140876601496,1
46,28096.397927488302,335,0.09613442358895889,175782.51456239785,0.119763126710899,1,0.119763126710899,0.8873066030423314,2,-0.12993692216401162,108365.87844561548,15879.514963841924,2.2747043174396873,1
62,25511.380341972043,273,0.07418325709523806,105938.69763435127,0.08237849408149218,2,0.08237849408149218,0.6385593997331317,2,-0.16254049866922549,9558.88046337618,21444.25450088904,0.14858264063752297,0
33,21750.922554552035,26,0.5879631101365115,124948.98677016298,0.7032447755399899,1,0.7032447755399899,0.6671611856382211,1,0.1173338846418682,66462.24101230806,11458.952689823871,1.9332862704243976,0
52,40288.0265995753,347,0.584503382504887,269328.9158811344,0.06583288822774186,5,0.06583288822774186,0.8338122561675125,2,0.10659781066587416,68829.53562419454,21976.422208243792,1.0439747804443977,1
59,6723.060574735978,70,0.2434792633490787,26222.00993253561,0.16328777437975903,2,0.16328777437975903,0.34035613336174736,1,-0.22257959385187873,11827.882428457695,2700.4925886487304,1.459785854417147,1
52,27009.796139602196,218,0.5012884050703171,238566.5985632256,0.32282913079711717,1,0.32282913079711717,0.7632388909075268,2,0.0022828696967450153,151526.69186903117,13908.534663583263,3.6314168270828495,1
24,29351.398778236504,289,0.17288409887898565,155317.0555449049,0.17714471443505125,6,0.17714471443505125,0.5808464585197481,1,-0.008357290108971259,67732.14906207468,15306.303959398858,1.4750060767044908,1
50,34849.189088736464,255,0.2795107804271842,269095.39543789026,0.26781579474452055,3,0.26781579474452055,0.778051978215448,0,0.05361882756992833,104887.8842548751,14547.545156815957,2.403280183336174,1
